source	target
TraesCS6B01G193700	HORVU6Hr1G033690.10
TraesCS7B01G302500	HORVU6Hr1G033750.1
TraesCS6B01G194500	HORVU6Hr1G033850.10
TraesCS6B01G194600	HORVU6Hr1G033970.2
TraesCS6B01G194700	HORVU6Hr1G033980.10
TraesCS6B01G195400	HORVU6Hr1G034070.1
TraesCS7B01G299100	HORVU6Hr1G034130.9
TraesCS6B01G196000	HORVU6Hr1G034150.1
TraesCS6B01G196700	HORVU6Hr1G034450.1
TraesCS6B01G196800	HORVU6Hr1G034490.1
TraesCS6B01G197300	HORVU6Hr1G034650.1
TraesCS6B01G197400	HORVU6Hr1G034660.8
TraesCS6B01G197500	HORVU6Hr1G034680.3
TraesCS6B01G197700	HORVU6Hr1G034710.1
TraesCS6B01G198100	HORVU6Hr1G034720.3
TraesCS6B01G198600	HORVU6Hr1G034840.3
TraesCS6B01G199200	HORVU6Hr1G034960.1
TraesCS6B01G199700	HORVU6Hr1G035040.3
TraesCS6B01G200000	HORVU6Hr1G035160.2
TraesCS6B01G200200	HORVU6Hr1G035180.4
TraesCS6B01G200600	HORVU6Hr1G035250.3
TraesCS6B01G200800	HORVU6Hr1G035260.2
TraesCS6B01G200900	HORVU6Hr1G035270.1
TraesCS6B01G201000	HORVU6Hr1G035280.1
TraesCS6B01G201100	HORVU6Hr1G035300.19
TraesCS6B01G201500	HORVU6Hr1G035370.1
TraesCS6B01G201600	HORVU6Hr1G035420.6
TraesCS6B01G201700	HORVU6Hr1G035470.1
TraesCS6B01G201800	HORVU6Hr1G035520.1
TraesCS6B01G202700	HORVU6Hr1G035550.1
TraesCS6B01G202900	HORVU6Hr1G035600.2
TraesCS6B01G203000	HORVU6Hr1G035610.5
TraesCS6B01G203300	HORVU6Hr1G035670.2
TraesCS6B01G204300	HORVU6Hr1G035720.2
TraesCS6B01G204500	HORVU6Hr1G035800.1
TraesCS6B01G204600	HORVU6Hr1G035880.1
TraesCS6B01G204900	HORVU6Hr1G035930.1
TraesCS6B01G205000	HORVU6Hr1G035970.5
TraesCS6B01G205200	HORVU6Hr1G036060.13
TraesCS6B01G205500	HORVU6Hr1G036510.6
TraesCS6B01G206400	HORVU6Hr1G036640.14
TraesCS6B01G206500	HORVU6Hr1G036660.13
TraesCS6B01G206700	HORVU6Hr1G036840.2
TraesCS6B01G206900	HORVU6Hr1G036920.1
TraesCS6B01G207000	HORVU6Hr1G036950.4
TraesCS6B01G207100	HORVU6Hr1G036990.7
TraesCS6B01G207200	HORVU6Hr1G037000.1
TraesCS6B01G207300	HORVU6Hr1G037140.3
TraesCS6B01G207400	HORVU6Hr1G037420.3
TraesCS6B01G208900	HORVU6Hr1G037500.21
TraesCS6B01G209100	HORVU6Hr1G037610.3
TraesCS6B01G209300	HORVU6Hr1G037630.1
TraesCS6B01G209400	HORVU6Hr1G037680.1
TraesCS6B01G209600	HORVU6Hr1G037760.2
TraesCS6B01G209700	HORVU6Hr1G037850.2
TraesCS6B01G209800	HORVU6Hr1G037860.2
TraesCS6B01G209900	HORVU6Hr1G037940.3
TraesCS6B01G210000	HORVU6Hr1G037950.1
TraesCS6B01G210100	HORVU6Hr1G037960.32
TraesCS6B01G210200	HORVU6Hr1G038010.1
TraesCS6B01G210300	HORVU6Hr1G038120.7
TraesCS6B01G210400	HORVU6Hr1G038250.1
TraesCS6B01G210500	HORVU6Hr1G038330.1
TraesCS6B01G210700	HORVU6Hr1G038430.1
TraesCS6B01G210800	HORVU6Hr1G038450.4
TraesCS6B01G210900	HORVU6Hr1G038470.1
TraesCS6B01G211100	HORVU6Hr1G038500.17
TraesCS6B01G213100	HORVU6Hr1G038740.5
TraesCS6B01G213700	HORVU6Hr1G039140.3
TraesCS6B01G213800	HORVU6Hr1G039200.2
TraesCS6B01G214200	HORVU6Hr1G039550.2
TraesCS6B01G214300	HORVU6Hr1G039610.1
TraesCS6B01G214600	HORVU6Hr1G039660.1
TraesCS7B01G265900	HORVU6Hr1G039830.2
TraesCS6B01G216800	HORVU6Hr1G039910.5
TraesCS6B01G216900	HORVU6Hr1G039940.1
TraesCS6B01G217000	HORVU6Hr1G040040.1
TraesCS6B01G217300	HORVU6Hr1G040170.2
TraesCS6B01G217400	HORVU6Hr1G040190.3
TraesCS6B01G219800	HORVU6Hr1G040920.34
TraesCS6B01G221000	HORVU6Hr1G040960.1
TraesCS6B01G222200	HORVU6Hr1G041430.2
TraesCS6B01G229200	HORVU6Hr1G051210.1
TraesCS6B01G229000	HORVU6Hr1G051240.4
TraesCS6B01G227900	HORVU6Hr1G051650.2
TraesCS6B01G227800	HORVU6Hr1G051860.2
TraesCS6B01G227700	HORVU6Hr1G051930.3
TraesCS6B01G227500	HORVU6Hr1G052010.1
TraesCS6B01G227300	HORVU6Hr1G052140.8
TraesCS6B01G227000	HORVU6Hr1G052250.2
TraesCS6B01G226800	HORVU6Hr1G052360.9
TraesCS6B01G226700	HORVU6Hr1G052420.7
TraesCS6B01G226200	HORVU6Hr1G052500.5
TraesCS6B01G226000	HORVU6Hr1G052520.2
TraesCS6B01G225700	HORVU6Hr1G052560.2
TraesCS6B01G225600	HORVU6Hr1G052600.3
TraesCS6B01G225500	HORVU6Hr1G052660.43
TraesCS6B01G225400	HORVU6Hr1G052810.2
TraesCS6B01G225100	HORVU6Hr1G052850.7
TraesCS6B01G235800	HORVU6Hr1G052890.1
TraesCS6B01G236000	HORVU6Hr1G052950.7
TraesCS6B01G236100	HORVU6Hr1G052970.2
TraesCS6B01G236200	HORVU6Hr1G053000.2
TraesCS6B01G236300	HORVU6Hr1G053060.9
TraesCS6B01G236500	HORVU6Hr1G053120.1
TraesCS6B01G236800	HORVU6Hr1G053250.1
TraesCS6B01G237600	HORVU6Hr1G053310.1
TraesCS6B01G237700	HORVU6Hr1G053460.1
TraesCS6B01G237800	HORVU6Hr1G053490.2
TraesCS6B01G237900	HORVU6Hr1G053540.12
TraesCS6B01G238000	HORVU6Hr1G053550.2
TraesCS6B01G238100	HORVU6Hr1G053610.2
TraesCS6B01G238400	HORVU6Hr1G053640.2
TraesCS6B01G238500	HORVU6Hr1G053650.1
TraesCS6B01G238600	HORVU6Hr1G053680.5
TraesCS6B01G238700	HORVU6Hr1G053710.1
TraesCS6B01G238900	HORVU6Hr1G053760.7
TraesCS6B01G239400	HORVU6Hr1G053810.1
TraesCS6B01G239500	HORVU6Hr1G053830.2
TraesCS6B01G239800	HORVU6Hr1G053890.9
TraesCS6B01G240500	HORVU6Hr1G053910.17
TraesCS6B01G240600	HORVU6Hr1G053960.1
TraesCS6B01G240700	HORVU6Hr1G053970.1
TraesCS6B01G241100	HORVU6Hr1G054050.7
TraesCS6B01G241500	HORVU6Hr1G054070.1
TraesCS6B01G242800	HORVU6Hr1G054110.3
TraesCS6B01G243400	HORVU6Hr1G054340.1
TraesCS6B01G243500	HORVU6Hr1G054420.7
TraesCS6B01G243700	HORVU6Hr1G054520.3
TraesCS6B01G243800	HORVU6Hr1G054540.1
TraesCS6B01G243900	HORVU6Hr1G054580.4
TraesCS6B01G244200	HORVU6Hr1G054650.7
TraesCS6B01G244500	HORVU6Hr1G054720.4
TraesCS6B01G244700	HORVU6Hr1G054820.1
TraesCS6B01G244900	HORVU6Hr1G054890.1
TraesCS6B01G245100	HORVU6Hr1G054940.1
TraesCS6B01G245200	HORVU6Hr1G055000.1
TraesCS6B01G245700	HORVU6Hr1G055090.1
TraesCS6B01G245800	HORVU6Hr1G055230.2
TraesCS6B01G246000	HORVU6Hr1G055250.1
TraesCS2B01G368000	HORVU6Hr1G055260.4
TraesCS6B01G246200	HORVU6Hr1G055270.3
TraesCS6B01G246300	HORVU6Hr1G055290.6
TraesCS6B01G246400	HORVU6Hr1G055440.1
TraesCS6B01G246600	HORVU6Hr1G055460.11
TraesCS2B01G370000	HORVU6Hr1G055500.1
TraesCS6B01G247000	HORVU6Hr1G055520.3
TraesCS6B01G247200	HORVU6Hr1G055540.3
TraesCS6B01G247300	HORVU6Hr1G055570.18
TraesCS2B01G370900	HORVU6Hr1G055750.6
TraesCS6B01G247800	HORVU6Hr1G055820.6
TraesCS6B01G247900	HORVU6Hr1G055840.9
TraesCS6B01G248100	HORVU6Hr1G055870.1
TraesCS6B01G248200	HORVU6Hr1G055910.2
TraesCS6B01G248300	HORVU6Hr1G055960.1
TraesCS6B01G249000	HORVU6Hr1G056110.3
TraesCS6B01G249200	HORVU6Hr1G056180.4
TraesCS6B01G249500	HORVU6Hr1G056260.5
TraesCS6B01G249700	HORVU6Hr1G056280.1
TraesCS6B01G250000	HORVU6Hr1G056570.1
TraesCS6B01G251300	HORVU6Hr1G056850.1
TraesCS6B01G251900	HORVU6Hr1G056950.3
TraesCS2B01G378500	HORVU6Hr1G057090.8
TraesCS6B01G252100	HORVU6Hr1G057100.2
TraesCS6B01G252300	HORVU6Hr1G057140.6
TraesCS6B01G252500	HORVU6Hr1G057170.4
TraesCS2B01G379000	HORVU6Hr1G057240.1
TraesCS6B01G252900	HORVU6Hr1G057490.1
TraesCS6B01G253100	HORVU6Hr1G057520.7
TraesCS6B01G253300	HORVU6Hr1G057560.9
TraesCS6B01G253600	HORVU6Hr1G057570.8
TraesCS6B01G253900	HORVU6Hr1G057630.1
TraesCS6B01G254000	HORVU6Hr1G057640.2
TraesCS6B01G254100	HORVU6Hr1G057660.1
TraesCS6B01G254500	HORVU6Hr1G057770.34
TraesCS6B01G254700	HORVU6Hr1G057800.1
TraesCS6B01G255000	HORVU6Hr1G057990.6
TraesCS6B01G255300	HORVU6Hr1G058020.1
TraesCS6B01G255500	HORVU6Hr1G058100.1
TraesCS6B01G255800	HORVU6Hr1G058210.1
TraesCS6B01G256000	HORVU6Hr1G058230.6
TraesCS6B01G256100	HORVU6Hr1G058240.2
TraesCS6B01G256200	HORVU6Hr1G058290.4
TraesCS6B01G256400	HORVU6Hr1G058310.3
TraesCS6B01G256600	HORVU6Hr1G058450.9
TraesCS6B01G256900	HORVU6Hr1G058560.1
TraesCS6B01G257500	HORVU6Hr1G058690.1
TraesCS6B01G257700	HORVU6Hr1G058730.1
TraesCS6B01G257900	HORVU6Hr1G058750.3
TraesCS2B01G398900	HORVU6Hr1G058780.2
TraesCS6B01G258300	HORVU6Hr1G058790.8
TraesCS6B01G258500	HORVU6Hr1G058840.1
TraesCS6B01G258700	HORVU6Hr1G058880.14
TraesCS6B01G259100	HORVU6Hr1G058960.1
TraesCS6B01G259400	HORVU6Hr1G059040.1
TraesCS6B01G259800	HORVU6Hr1G059210.1
TraesCS6B01G259900	HORVU6Hr1G059300.25
TraesCS6B01G262500	HORVU6Hr1G059370.2
TraesCS6B01G262400	HORVU6Hr1G059420.2
TraesCS6B01G262300	HORVU6Hr1G059440.7
TraesCS6B01G262200	HORVU6Hr1G059480.1
TraesCS6B01G262100	HORVU6Hr1G059500.2
TraesCS6B01G261900	HORVU6Hr1G059520.1
TraesCS6B01G261800	HORVU6Hr1G059530.2
TraesCS6B01G261500	HORVU6Hr1G059710.3
TraesCS6B01G261400	HORVU6Hr1G059720.1
TraesCS6B01G260700	HORVU6Hr1G059730.4
TraesCS6B01G260400	HORVU6Hr1G059800.2
TraesCS6B01G260100	HORVU6Hr1G059850.1
TraesCS6B01G262700	HORVU6Hr1G059920.2
TraesCS2B01G392100	HORVU6Hr1G059940.4
TraesCS6B01G262900	HORVU6Hr1G059950.1
TraesCS6B01G263200	HORVU6Hr1G060010.19
TraesCS6B01G263500	HORVU6Hr1G060080.1
TraesCS6B01G263700	HORVU6Hr1G060100.1
TraesCS6B01G263800	HORVU6Hr1G060140.1
TraesCS6B01G264200	HORVU6Hr1G060370.2
TraesCS6B01G264400	HORVU6Hr1G060410.2
TraesCS6B01G264900	HORVU6Hr1G060500.1
TraesCS6B01G265500	HORVU6Hr1G060690.1
TraesCS6B01G286300	HORVU6Hr1G060810.2
TraesCS2B01G404100	HORVU6Hr1G060980.4
TraesCS6B01G285300	HORVU6Hr1G061140.2
TraesCS6B01G285100	HORVU6Hr1G061200.1
TraesCS6B01G284900	HORVU6Hr1G061220.11
TraesCS6B01G284800	HORVU6Hr1G061250.1
TraesCS6B01G284200	HORVU6Hr1G061380.5
TraesCS6B01G284000	HORVU6Hr1G061420.1
TraesCS6B01G283400	HORVU6Hr1G061750.1
TraesCS6B01G283200	HORVU6Hr1G061800.1
TraesCS6B01G282200	HORVU6Hr1G062040.3
TraesCS6B01G282100	HORVU6Hr1G062070.1
TraesCS6B01G282000	HORVU6Hr1G062150.1
TraesCS6B01G281800	HORVU6Hr1G062220.1
TraesCS6B01G281600	HORVU6Hr1G062260.4
TraesCS2B01G411000	HORVU6Hr1G062330.1
TraesCS6B01G281300	HORVU6Hr1G062340.1
TraesCS6B01G281200	HORVU6Hr1G062360.2
TraesCS6B01G280900	HORVU6Hr1G062410.3
TraesCS6B01G280700	HORVU6Hr1G062440.1
TraesCS6B01G280500	HORVU6Hr1G062800.5
TraesCS6B01G280400	HORVU6Hr1G062820.3
TraesCS6B01G280300	HORVU6Hr1G062830.2
TraesCS6B01G280100	HORVU6Hr1G062850.6
TraesCS6B01G280000	HORVU6Hr1G062860.1
TraesCS6B01G273900	HORVU6Hr1G062870.1
TraesCS6B01G274000	HORVU6Hr1G062880.1
TraesCS6B01G274100	HORVU6Hr1G062930.1
TraesCS2B01G433900	HORVU6Hr1G062960.1
TraesCS6B01G274900	HORVU6Hr1G062970.1
TraesCS6B01G275000	HORVU6Hr1G062990.1
TraesCS6B01G275200	HORVU6Hr1G063000.4
TraesCS2B01G432600	HORVU6Hr1G063020.3
TraesCS6B01G275500	HORVU6Hr1G063120.6
TraesCS6B01G275700	HORVU6Hr1G063140.1
TraesCS2B01G432200	HORVU6Hr1G063180.1
TraesCS6B01G275900	HORVU6Hr1G063210.3
TraesCS6B01G276400	HORVU6Hr1G063320.14
TraesCS6B01G276600	HORVU6Hr1G063400.2
TraesCS6B01G276700	HORVU6Hr1G063490.2
TraesCS6B01G277200	HORVU6Hr1G063590.2
TraesCS6B01G277300	HORVU6Hr1G063640.2
TraesCS6B01G277400	HORVU6Hr1G063650.1
TraesCS6B01G277500	HORVU6Hr1G063700.19
TraesCS6B01G277700	HORVU6Hr1G063760.2
TraesCS6B01G277800	HORVU6Hr1G063770.2
TraesCS6B01G277900	HORVU6Hr1G063800.1
TraesCS6B01G278200	HORVU6Hr1G063860.1
TraesCS6B01G278300	HORVU6Hr1G063900.1
TraesCS6B01G278600	HORVU6Hr1G064010.6
TraesCS6B01G278700	HORVU6Hr1G064040.3
TraesCS6B01G279000	HORVU6Hr1G064120.2
TraesCS6B01G279500	HORVU6Hr1G064190.1
TraesCS6B01G279600	HORVU6Hr1G064220.1
TraesCS6B01G279700	HORVU6Hr1G064230.1
TraesCS6B01G273700	HORVU6Hr1G064310.2
TraesCS6B01G273600	HORVU6Hr1G064320.5
TraesCS6B01G273500	HORVU6Hr1G064340.1
TraesCS6B01G272800	HORVU6Hr1G064460.1
TraesCS6B01G271600	HORVU6Hr1G064720.1
TraesCS6B01G271400	HORVU6Hr1G064770.1
TraesCS6B01G270600	HORVU6Hr1G064940.1
TraesCS6B01G270500	HORVU6Hr1G064960.1
TraesCS6B01G270400	HORVU6Hr1G065020.2
TraesCS6B01G270300	HORVU6Hr1G065080.2
TraesCS6B01G270200	HORVU6Hr1G065210.14
TraesCS6B01G270000	HORVU6Hr1G065240.1
TraesCS6B01G269100	HORVU6Hr1G065380.1
TraesCS6B01G268700	HORVU6Hr1G065430.1
TraesCS6B01G268200	HORVU6Hr1G065530.14
TraesCS6B01G268100	HORVU6Hr1G065580.4
TraesCS6B01G268000	HORVU6Hr1G065590.1
TraesCS2B01G415300	HORVU6Hr1G065800.5
TraesCS2B01G415000	HORVU6Hr1G065900.1
TraesCS6B01G267000	HORVU6Hr1G065940.1
TraesCS6B01G266900	HORVU6Hr1G065970.1
TraesCS6B01G266800	HORVU6Hr1G066000.2
TraesCS6B01G266600	HORVU6Hr1G066050.3
TraesCS6B01G266500	HORVU6Hr1G066120.2
TraesCS6B01G286400	HORVU6Hr1G066140.9
TraesCS6B01G286800	HORVU6Hr1G066160.1
TraesCS6B01G286900	HORVU6Hr1G066190.3
TraesCS6B01G287000	HORVU6Hr1G066220.1
TraesCS6B01G287200	HORVU6Hr1G066250.1
TraesCS6B01G287300	HORVU6Hr1G066260.1
TraesCS6B01G287500	HORVU6Hr1G066280.1
TraesCS6B01G287700	HORVU6Hr1G066340.1
TraesCS6B01G288100	HORVU6Hr1G066410.1
TraesCS6B01G288300	HORVU6Hr1G066420.1
TraesCS6B01G288600	HORVU6Hr1G066470.4
TraesCS6B01G288800	HORVU6Hr1G066510.9
TraesCS6B01G288900	HORVU6Hr1G066560.1
TraesCS6B01G289200	HORVU6Hr1G066600.3
TraesCS6B01G289500	HORVU6Hr1G066640.4
TraesCS6B01G289600	HORVU6Hr1G066710.2
TraesCS6B01G290000	HORVU6Hr1G066750.1
TraesCS6B01G290300	HORVU6Hr1G066780.1
TraesCS6B01G290400	HORVU6Hr1G066810.2
TraesCS6B01G290500	HORVU6Hr1G066840.2
TraesCS6B01G290600	HORVU6Hr1G066850.2
TraesCS6B01G290800	HORVU6Hr1G066890.1
TraesCS6B01G290900	HORVU6Hr1G066920.1
TraesCS6B01G291000	HORVU6Hr1G066950.1
TraesCS6B01G291100	HORVU6Hr1G066960.12
TraesCS6B01G291600	HORVU6Hr1G067120.1
TraesCS6B01G291700	HORVU6Hr1G067160.1
TraesCS6B01G291900	HORVU6Hr1G067170.3
TraesCS6B01G291800	HORVU6Hr1G067180.7
TraesCS6B01G292000	HORVU6Hr1G067270.1
TraesCS6B01G292200	HORVU6Hr1G067300.15
TraesCS6B01G292300	HORVU6Hr1G067360.10
TraesCS6B01G292500	HORVU6Hr1G067380.1
TraesCS6B01G292400	HORVU6Hr1G067390.2
TraesCS6B01G293600	HORVU6Hr1G067480.1
TraesCS6B01G293700	HORVU6Hr1G067580.2
TraesCS6B01G294200	HORVU6Hr1G067620.1
TraesCS6B01G294300	HORVU6Hr1G067630.1
TraesCS6B01G294500	HORVU6Hr1G067640.4
TraesCS6B01G294700	HORVU6Hr1G067660.1
TraesCS6B01G294600	HORVU6Hr1G067670.4
TraesCS6B01G294900	HORVU6Hr1G067680.3
TraesCS6B01G295000	HORVU6Hr1G067740.3
TraesCS6B01G295200	HORVU6Hr1G067840.2
TraesCS6B01G295400	HORVU6Hr1G067880.2
TraesCS6B01G295300	HORVU6Hr1G067890.26
TraesCS6B01G295700	HORVU6Hr1G067930.5
TraesCS6B01G295800	HORVU6Hr1G068060.1
TraesCS6B01G296200	HORVU6Hr1G068080.1
TraesCS6B01G296300	HORVU6Hr1G068100.2
TraesCS6B01G295900	HORVU6Hr1G068110.9
TraesCS6B01G296400	HORVU6Hr1G068150.2
TraesCS6B01G296500	HORVU6Hr1G068230.1
TraesCS6B01G296700	HORVU6Hr1G068270.1
TraesCS6B01G296900	HORVU6Hr1G068370.1
TraesCS6B01G297000	HORVU6Hr1G068410.1
TraesCS6B01G297300	HORVU6Hr1G068450.1
TraesCS6B01G297400	HORVU6Hr1G068490.1
TraesCS6B01G297600	HORVU6Hr1G068610.2
TraesCS6B01G297900	HORVU6Hr1G068620.1
TraesCS6B01G297700	HORVU6Hr1G068630.2
TraesCS6B01G298100	HORVU6Hr1G068640.1
TraesCS6B01G298000	HORVU6Hr1G068660.4
TraesCS6B01G298300	HORVU6Hr1G068670.1
TraesCS6B01G298500	HORVU6Hr1G068690.2
TraesCS6B01G298800	HORVU6Hr1G068720.4
TraesCS6B01G298700	HORVU6Hr1G068730.4
TraesCS6B01G299700	HORVU6Hr1G068750.3
TraesCS6B01G299800	HORVU6Hr1G068760.5
TraesCS6B01G299400	HORVU6Hr1G068790.4
TraesCS6B01G299900	HORVU6Hr1G068810.4
TraesCS6B01G300000	HORVU6Hr1G068820.6
TraesCS6B01G300100	HORVU6Hr1G068850.4
TraesCS6B01G300200	HORVU6Hr1G068970.3
TraesCS6B01G300400	HORVU6Hr1G068980.2
TraesCS6B01G300300	HORVU6Hr1G068990.2
TraesCS6B01G300500	HORVU6Hr1G069010.5
TraesCS6B01G300900	HORVU6Hr1G069110.3
TraesCS6B01G300700	HORVU6Hr1G069150.3
TraesCS6B01G301200	HORVU6Hr1G069190.15
TraesCS6B01G301400	HORVU6Hr1G069210.1
TraesCS6B01G301700	HORVU6Hr1G069260.1
TraesCS6B01G301600	HORVU6Hr1G069270.1
TraesCS6B01G301800	HORVU6Hr1G069280.5
TraesCS6B01G302000	HORVU6Hr1G069310.1
TraesCS6B01G302200	HORVU6Hr1G069340.2
TraesCS6B01G302100	HORVU6Hr1G069350.9
TraesCS6B01G302600	HORVU6Hr1G069380.1
TraesCS6B01G302500	HORVU6Hr1G069390.1
TraesCS6B01G302800	HORVU6Hr1G069410.1
TraesCS6B01G303000	HORVU6Hr1G069440.1
TraesCS6B01G302900	HORVU6Hr1G069450.1
TraesCS6B01G303100	HORVU6Hr1G069480.1
TraesCS6B01G303400	HORVU6Hr1G069560.1
TraesCS6B01G303300	HORVU6Hr1G069570.7
TraesCS6B01G303500	HORVU6Hr1G069650.1
TraesCS6B01G303800	HORVU6Hr1G069710.4
TraesCS6B01G303900	HORVU6Hr1G069750.1
TraesCS6B01G304800	HORVU6Hr1G069910.1
TraesCS6B01G305400	HORVU6Hr1G069920.5
TraesCS6B01G305500	HORVU6Hr1G069940.3
TraesCS6B01G305600	HORVU6Hr1G069980.1
TraesCS6B01G305900	HORVU6Hr1G070010.2
TraesCS6B01G306000	HORVU6Hr1G070060.4
TraesCS6B01G306100	HORVU6Hr1G070090.1
TraesCS6B01G306300	HORVU6Hr1G070120.1
TraesCS6B01G306400	HORVU6Hr1G070130.1
TraesCS6B01G306600	HORVU6Hr1G070140.1
TraesCS6B01G306700	HORVU6Hr1G070180.2
TraesCS6B01G306900	HORVU6Hr1G070190.1
TraesCS6B01G308000	HORVU6Hr1G070230.13
TraesCS6B01G308300	HORVU6Hr1G070320.1
TraesCS6B01G308600	HORVU6Hr1G070350.2
TraesCS6B01G308800	HORVU6Hr1G070420.2
TraesCS6B01G308900	HORVU6Hr1G070480.1
TraesCS6B01G309100	HORVU6Hr1G070500.2
TraesCS6B01G309600	HORVU6Hr1G070560.1
TraesCS6B01G309700	HORVU6Hr1G070590.1
TraesCS6B01G309800	HORVU6Hr1G070600.4
TraesCS6B01G309900	HORVU6Hr1G070610.13
TraesCS6B01G310000	HORVU6Hr1G070650.1
TraesCS6B01G310100	HORVU6Hr1G070670.1
TraesCS6B01G310200	HORVU6Hr1G070690.2
TraesCS6B01G310600	HORVU6Hr1G070780.1
TraesCS6B01G310700	HORVU6Hr1G070790.6
TraesCS6B01G310900	HORVU6Hr1G070810.1
TraesCS6B01G311000	HORVU6Hr1G070840.1
TraesCS6B01G311100	HORVU6Hr1G070860.1
TraesCS6B01G311200	HORVU6Hr1G070900.1
TraesCS6B01G311300	HORVU6Hr1G071380.2
TraesCS6B01G312000	HORVU6Hr1G071520.1
TraesCS6B01G313000	HORVU6Hr1G071660.2
TraesCS6B01G313100	HORVU6Hr1G071690.12
TraesCS6B01G313200	HORVU6Hr1G071700.2
TraesCS6B01G313400	HORVU6Hr1G071740.1
TraesCS6B01G313500	HORVU6Hr1G071770.19
TraesCS6B01G313800	HORVU6Hr1G071780.1
TraesCS6B01G314000	HORVU6Hr1G071810.2
TraesCS6B01G314300	HORVU6Hr1G071850.3
TraesCS6B01G314600	HORVU6Hr1G071860.2
TraesCS6B01G314700	HORVU6Hr1G071890.3
TraesCS6B01G314800	HORVU6Hr1G071910.3
TraesCS6B01G315100	HORVU6Hr1G071920.1
TraesCS6B01G315200	HORVU6Hr1G071930.4
TraesCS6B01G315400	HORVU6Hr1G071950.13
TraesCS6B01G315500	HORVU6Hr1G071960.4
TraesCS6B01G314900	HORVU6Hr1G071980.1
TraesCS6B01G315600	HORVU6Hr1G072030.1
TraesCS6B01G315700	HORVU6Hr1G072040.2
TraesCS6B01G315800	HORVU6Hr1G072050.16
TraesCS6B01G316000	HORVU6Hr1G072070.1
TraesCS6B01G316700	HORVU6Hr1G072140.1
TraesCS6B01G317200	HORVU6Hr1G072230.2
TraesCS6B01G317500	HORVU6Hr1G072310.1
TraesCS6B01G317400	HORVU6Hr1G072320.1
TraesCS6B01G317900	HORVU6Hr1G072360.1
TraesCS6B01G318300	HORVU6Hr1G072370.1
TraesCS6B01G318600	HORVU6Hr1G072430.1
TraesCS6B01G318400	HORVU6Hr1G072440.1
TraesCS6B01G318800	HORVU6Hr1G072500.1
TraesCS6B01G318900	HORVU6Hr1G072510.1
TraesCS6B01G319000	HORVU6Hr1G072540.8
TraesCS6B01G319400	HORVU6Hr1G072630.4
TraesCS6B01G319900	HORVU6Hr1G072640.1
TraesCS6B01G319800	HORVU6Hr1G072650.3
TraesCS6B01G320900	HORVU6Hr1G072740.1
TraesCS6B01G321100	HORVU6Hr1G072810.6
TraesCS6B01G321300	HORVU6Hr1G072870.1
TraesCS7B01G116000	HORVU6Hr1G072900.4
TraesCS6B01G321200	HORVU6Hr1G072910.3
TraesCS6B01G321900	HORVU6Hr1G072930.6
TraesCS6B01G322000	HORVU6Hr1G072940.1
TraesCS6B01G322100	HORVU6Hr1G072950.3
TraesCS6B01G322200	HORVU6Hr1G072990.1
TraesCS6B01G322500	HORVU6Hr1G073010.6
TraesCS6B01G322300	HORVU6Hr1G073030.4
TraesCS6B01G322900	HORVU6Hr1G073070.1
TraesCS6B01G323000	HORVU6Hr1G073080.2
TraesCS6B01G323100	HORVU6Hr1G073090.5
TraesCS6B01G323600	HORVU6Hr1G073200.1
TraesCS6B01G323500	HORVU6Hr1G073220.4
TraesCS6B01G323900	HORVU6Hr1G073260.3
TraesCS6B01G324000	HORVU6Hr1G073280.1
TraesCS6B01G324400	HORVU6Hr1G073370.2
TraesCS6B01G324300	HORVU6Hr1G073390.1
TraesCS6B01G324800	HORVU6Hr1G073510.2
TraesCS6B01G324900	HORVU6Hr1G073520.1
TraesCS7B01G112100	HORVU6Hr1G073530.1
TraesCS6B01G325000	HORVU6Hr1G073540.1
TraesCS6B01G325500	HORVU6Hr1G073560.1
TraesCS6B01G325200	HORVU6Hr1G073590.1
TraesCS6B01G325300	HORVU6Hr1G073600.4
TraesCS6B01G325600	HORVU6Hr1G073610.1
TraesCS6B01G325700	HORVU6Hr1G073620.1
TraesCS6B01G326000	HORVU6Hr1G073630.1
TraesCS6B01G325900	HORVU6Hr1G073650.2
TraesCS6B01G326600	HORVU6Hr1G073740.1
TraesCS6B01G327100	HORVU6Hr1G073910.1
TraesCS6B01G327300	HORVU6Hr1G073980.1
TraesCS6B01G327200	HORVU6Hr1G073990.1
TraesCS6B01G327400	HORVU6Hr1G074020.2
TraesCS6B01G327500	HORVU6Hr1G074030.1
TraesCS6B01G327600	HORVU6Hr1G074040.3
TraesCS6B01G327900	HORVU6Hr1G074060.2
TraesCS6B01G328300	HORVU6Hr1G074180.8
TraesCS6B01G328700	HORVU6Hr1G074200.1
TraesCS6B01G328900	HORVU6Hr1G074260.1
TraesCS6B01G330000	HORVU6Hr1G074410.1
TraesCS6B01G330100	HORVU6Hr1G074440.1
TraesCS6B01G330300	HORVU6Hr1G074540.49
TraesCS6B01G330400	HORVU6Hr1G074640.1
TraesCS6B01G330600	HORVU6Hr1G074650.1
TraesCS6B01G330800	HORVU6Hr1G074930.1
TraesCS6B01G330700	HORVU6Hr1G074940.1
TraesCS6B01G331100	HORVU6Hr1G075000.8
TraesCS6B01G331300	HORVU6Hr1G075010.9
TraesCS6B01G331400	HORVU6Hr1G075070.2
TraesCS6B01G331700	HORVU6Hr1G075080.4
TraesCS6B01G331800	HORVU6Hr1G075100.1
